GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold
G5500790011100,2020,1400000US55079011100,55079011100,Wisconsin,Milwaukee County,79,11100,1641,1641,0,100,0
G5500790011200,2020,1400000US55079011200,55079011200,Wisconsin,Milwaukee County,79,11200,2711,2711,0,100,0
G5500790011300,2020,1400000US55079011300,55079011300,Wisconsin,Milwaukee County,79,11300,2941,2941,0,100,0
G5500790011400,2020,1400000US55079011400,55079011400,Wisconsin,Milwaukee County,79,11400,1500,1500,0,100,0
G5500790012200,2020,1400000US55079012200,55079012200,Wisconsin,Milwaukee County,79,12200,2149,2149,0,100,0
G5500790012300,2020,1400000US55079012300,55079012300,Wisconsin,Milwaukee County,79,12300,1047,1047,0,100,0
G5500790012400,2020,1400000US55079012400,55079012400,Wisconsin,Milwaukee County,79,12400,2478,2478,0,100,0
G5500790012500,2020,1400000US55079012500,55079012500,Wisconsin,Milwaukee County,79,12500,1904,1904,0,100,0
G5500790012600,2020,1400000US55079012600,55079012600,Wisconsin,Milwaukee County,79,12600,2213,2213,0,100,0
G5500790012700,2020,1400000US55079012700,55079012700,Wisconsin,Milwaukee County,79,12700,1307,1307,0,100,0
G5500790012800,2020,1400000US55079012800,55079012800,Wisconsin,Milwaukee County,79,12800,3052,3052,0,100,0
G5500790012900,2020,1400000US55079012900,55079012900,Wisconsin,Milwaukee County,79,12900,3002,3002,0,100,0
G5500790013000,2020,1400000US55079013000,55079013000,Wisconsin,Milwaukee County,79,13000,1804,1804,0,100,0
G5500790013300,2020,1400000US55079013300,55079013300,Wisconsin,Milwaukee County,79,13300,1002,1002,0,100,0
G5500790013400,2020,1400000US55079013400,55079013400,Wisconsin,Milwaukee County,79,13400,2313,2313,0,100,0
G5500790013500,2020,1400000US55079013500,55079013500,Wisconsin,Milwaukee County,79,13500,1901,1901,0,100,0
G5500790013600,2020,1400000US55079013600,55079013600,Wisconsin,Milwaukee County,79,13600,2033,2033,0,100,0
G5500790013700,2020,1400000US55079013700,55079013700,Wisconsin,Milwaukee County,79,13700,1459,1459,0,100,0
G5500790014100,2020,1400000US55079014100,55079014100,Wisconsin,Milwaukee County,79,14100,2103,2103,0,100,0
G5500790014300,2020,1400000US55079014300,55079014300,Wisconsin,Milwaukee County,79,14300,2549,2549,0,100,0
G5500790014400,2020,1400000US55079014400,55079014400,Wisconsin,Milwaukee County,79,14400,3282,3282,0,100,0
G5500790014600,2020,1400000US55079014600,55079014600,Wisconsin,Milwaukee County,79,14600,3257,3257,0,100,0
G5500790014700,2020,1400000US55079014700,55079014700,Wisconsin,Milwaukee County,79,14700,3694,3694,0,100,0
G5500790014800,2020,1400000US55079014800,55079014800,Wisconsin,Milwaukee County,79,14800,2484,2484,0,100,0
G5500790014900,2020,1400000US55079014900,55079014900,Wisconsin,Milwaukee County,79,14900,1418,1418,0,100,0
G5500790015700,2020,1400000US55079015700,55079015700,Wisconsin,Milwaukee County,79,15700,2943,2943,0,100,0
G5500790015800,2020,1400000US55079015800,55079015800,Wisconsin,Milwaukee County,79,15800,2631,2631,0,100,0
G5500790015900,2020,1400000US55079015900,55079015900,Wisconsin,Milwaukee County,79,15900,3590,3590,0,100,0
G5500790016000,2020,1400000US55079016000,55079016000,Wisconsin,Milwaukee County,79,16000,3084,3084,0,100,0
G5500790016100,2020,1400000US55079016100,55079016100,Wisconsin,Milwaukee County,79,16100,3169,3169,0,100,0
G5500790016200,2020,1400000US55079016200,55079016200,Wisconsin,Milwaukee County,79,16200,3296,3296,0,100,0
G5500790016300,2020,1400000US55079016300,55079016300,Wisconsin,Milwaukee County,79,16300,4779,4779,0,100,0
G5500790016400,2020,1400000US55079016400,55079016400,Wisconsin,Milwaukee County,79,16400,4220,4220,0,100,0
G5500790016500,2020,1400000US55079016500,55079016500,Wisconsin,Milwaukee County,79,16500,2362,2362,0,100,0
G5500790016600,2020,1400000US55079016600,55079016600,Wisconsin,Milwaukee County,79,16600,1757,1757,0,100,0
G5500790016700,2020,1400000US55079016700,55079016700,Wisconsin,Milwaukee County,79,16700,3114,3114,0,100,0
G5500790016800,2020,1400000US55079016800,55079016800,Wisconsin,Milwaukee County,79,16800,3025,3025,0,100,0
G5500790016900,2020,1400000US55079016900,55079016900,Wisconsin,Milwaukee County,79,16900,3823,3823,0,100,0
G5500790017000,2020,1400000US55079017000,55079017000,Wisconsin,Milwaukee County,79,17000,5697,5697,0,100,0
G5500790017100,2020,1400000US55079017100,55079017100,Wisconsin,Milwaukee County,79,17100,2780,2780,0,100,0
G5500790017200,2020,1400000US55079017200,55079017200,Wisconsin,Milwaukee County,79,17200,2589,2589,0,100,0
G5500790017300,2020,1400000US55079017300,55079017300,Wisconsin,Milwaukee County,79,17300,3706,3706,0,100,0
G5500790017400,2020,1400000US55079017400,55079017400,Wisconsin,Milwaukee County,79,17400,2878,2878,0,100,0
G5500790017500,2020,1400000US55079017500,55079017500,Wisconsin,Milwaukee County,79,17500,4034,4034,0,100,0
G5500790017600,2020,1400000US55079017600,55079017600,Wisconsin,Milwaukee County,79,17600,2798,2798,0,100,0
G5500790017900,2020,1400000US55079017900,55079017900,Wisconsin,Milwaukee County,79,17900,2879,2879,0,100,0
G5500790018000,2020,1400000US55079018000,55079018000,Wisconsin,Milwaukee County,79,18000,2726,2726,0,100,0
G5500790018100,2020,1400000US55079018100,55079018100,Wisconsin,Milwaukee County,79,18100,1589,1589,0,100,0
G5500790018200,2020,1400000US55079018200,55079018200,Wisconsin,Milwaukee County,79,18200,1563,1563,0,100,0
G5500790018300,2020,1400000US55079018300,55079018300,Wisconsin,Milwaukee County,79,18300,2260,2260,0,100,0
G5500790018400,2020,1400000US55079018400,55079018400,Wisconsin,Milwaukee County,79,18400,1300,1300,0,100,0
G5500790018500,2020,1400000US55079018500,55079018500,Wisconsin,Milwaukee County,79,18500,1661,1661,0,100,0
G5500790018600,2020,1400000US55079018600,55079018600,Wisconsin,Milwaukee County,79,18600,2672,2672,0,100,0
G5500790018700,2020,1400000US55079018700,55079018700,Wisconsin,Milwaukee County,79,18700,3597,3597,0,100,0
G5500790018800,2020,1400000US55079018800,55079018800,Wisconsin,Milwaukee County,79,18800,2023,2023,0,100,0
G5500790018900,2020,1400000US55079018900,55079018900,Wisconsin,Milwaukee County,79,18900,1696,1696,0,100,0
G5500790019000,2020,1400000US55079019000,55079019000,Wisconsin,Milwaukee County,79,19000,4758,4758,0,100,0
G5500790019100,2020,1400000US55079019100,55079019100,Wisconsin,Milwaukee County,79,19100,3685,3685,0,100,0
G5500790019200,2020,1400000US55079019200,55079019200,Wisconsin,Milwaukee County,79,19200,3455,3455,0,100,0
G5500790019300,2020,1400000US55079019300,55079019300,Wisconsin,Milwaukee County,79,19300,2806,2806,0,100,0
G5500790019400,2020,1400000US55079019400,55079019400,Wisconsin,Milwaukee County,79,19400,3679,3679,0,100,0
G5500790019500,2020,1400000US55079019500,55079019500,Wisconsin,Milwaukee County,79,19500,3243,3243,0,100,0
G5500790019600,2020,1400000US55079019600,55079019600,Wisconsin,Milwaukee County,79,19600,3602,3602,0,100,0
G5500790019700,2020,1400000US55079019700,55079019700,Wisconsin,Milwaukee County,79,19700,5644,5644,0,100,0
G5500790019800,2020,1400000US55079019800,55079019800,Wisconsin,Milwaukee County,79,19800,5158,5158,0,100,0
G5500790019900,2020,1400000US55079019900,55079019900,Wisconsin,Milwaukee County,79,19900,3802,3802,0,100,0
G5500790020000,2020,1400000US55079020000,55079020000,Wisconsin,Milwaukee County,79,20000,3658,3658,0,100,0
G5500790020100,2020,1400000US55079020100,55079020100,Wisconsin,Milwaukee County,79,20100,3807,3807,0,100,0
G5500790020200,2020,1400000US55079020200,55079020200,Wisconsin,Milwaukee County,79,20200,3483,3483,0,100,0
G5500790020300,2020,1400000US55079020300,55079020300,Wisconsin,Milwaukee County,79,20300,4156,4156,0,100,0
G5500790020400,2020,1400000US55079020400,55079020400,Wisconsin,Milwaukee County,79,20400,3266,3266,0,100,0
G5500790020500,2020,1400000US55079020500,55079020500,Wisconsin,Milwaukee County,79,20500,3074,3074,0,100,0
G5500790020600,2020,1400000US55079020600,55079020600,Wisconsin,Milwaukee County,79,20600,3325,3325,0,100,0
G5500790020700,2020,1400000US55079020700,55079020700,Wisconsin,Milwaukee County,79,20700,4145,4145,0,100,0
G5500790020800,2020,1400000US55079020800,55079020800,Wisconsin,Milwaukee County,79,20800,2920,2913,7,99.76027397,0.239726027
G5500790020900,2020,1400000US55079020900,55079020900,Wisconsin,Milwaukee County,79,20900,2559,2559,0,100,0
G5500790021000,2020,1400000US55079021000,55079021000,Wisconsin,Milwaukee County,79,21000,2122,2122,0,100,0
G5500790021100,2020,1400000US55079021100,55079021100,Wisconsin,Milwaukee County,79,21100,1385,1385,0,100,0
G5500790021200,2020,1400000US55079021200,55079021200,Wisconsin,Milwaukee County,79,21200,2093,2093,0,100,0
G5500790021300,2020,1400000US55079021300,55079021300,Wisconsin,Milwaukee County,79,21300,1670,1670,0,100,0
G5500790021400,2020,1400000US55079021400,55079021400,Wisconsin,Milwaukee County,79,21400,3432,3432,0,100,0
G5500790021500,2020,1400000US55079021500,55079021500,Wisconsin,Milwaukee County,79,21500,2969,2969,0,100,0
G5500790021600,2020,1400000US55079021600,55079021600,Wisconsin,Milwaukee County,79,21600,4686,4686,0,100,0
G5500790021700,2020,1400000US55079021700,55079021700,Wisconsin,Milwaukee County,79,21700,6241,6241,0,100,0
G5500790021800,2020,1400000US55079021800,55079021800,Wisconsin,Milwaukee County,79,21800,2187,2187,0,100,0
G5500790030100,2020,1400000US55079030100,55079030100,Wisconsin,Milwaukee County,79,30100,4378,4151,227,94.81498401,5.185015989
G5500790035100,2020,1400000US55079035100,55079035100,Wisconsin,Milwaukee County,79,35100,2306,2306,0,100,0
G5500790035200,2020,1400000US55079035200,55079035200,Wisconsin,Milwaukee County,79,35200,4628,4628,0,100,0
G5500790040100,2020,1400000US55079040100,55079040100,Wisconsin,Milwaukee County,79,40100,1602,1602,0,100,0
G5500790050101,2020,1400000US55079050101,55079050101,Wisconsin,Milwaukee County,79,50101,6061,6061,0,100,0
G5500790050103,2020,1400000US55079050103,55079050103,Wisconsin,Milwaukee County,79,50103,3509,3509,0,100,0
G5500790050104,2020,1400000US55079050104,55079050104,Wisconsin,Milwaukee County,79,50104,2937,2937,0,100,0
G5500790060101,2020,1400000US55079060101,55079060101,Wisconsin,Milwaukee County,79,60101,4106,4106,0,100,0
G5500790060102,2020,1400000US55079060102,55079060102,Wisconsin,Milwaukee County,79,60102,3262,3262,0,100,0
G5500790060200,2020,1400000US55079060200,55079060200,Wisconsin,Milwaukee County,79,60200,5989,5989,0,100,0
G5500790070100,2020,1400000US55079070100,55079070100,Wisconsin,Milwaukee County,79,70100,4666,4666,0,100,0
G5500790070200,2020,1400000US55079070200,55079070200,Wisconsin,Milwaukee County,79,70200,5389,5389,0,100,0
G5500790070300,2020,1400000US55079070300,55079070300,Wisconsin,Milwaukee County,79,70300,4899,4899,0,100,0
G5500790080100,2020,1400000US55079080100,55079080100,Wisconsin,Milwaukee County,79,80100,2781,2781,0,100,0
G5500790080200,2020,1400000US55079080200,55079080200,Wisconsin,Milwaukee County,79,80200,3745,3745,0,100,0
G5500790080300,2020,1400000US55079080300,55079080300,Wisconsin,Milwaukee County,79,80300,3900,3900,0,100,0
G5500790080400,2020,1400000US55079080400,55079080400,Wisconsin,Milwaukee County,79,80400,3433,3433,0,100,0
G5500790090100,2020,1400000US55079090100,55079090100,Wisconsin,Milwaukee County,79,90100,4118,4118,0,100,0
G5500790090200,2020,1400000US55079090200,55079090200,Wisconsin,Milwaukee County,79,90200,2249,2249,0,100,0
G5500790090300,2020,1400000US55079090300,55079090300,Wisconsin,Milwaukee County,79,90300,3613,3613,0,100,0
G5500790090600,2020,1400000US55079090600,55079090600,Wisconsin,Milwaukee County,79,90600,4647,4647,0,100,0
G5500790090700,2020,1400000US55079090700,55079090700,Wisconsin,Milwaukee County,79,90700,3234,3234,0,100,0
G5500790090800,2020,1400000US55079090800,55079090800,Wisconsin,Milwaukee County,79,90800,2351,2351,0,100,0
G5500790090900,2020,1400000US55079090900,55079090900,Wisconsin,Milwaukee County,79,90900,3674,3674,0,100,0
G5500790091000,2020,1400000US55079091000,55079091000,Wisconsin,Milwaukee County,79,91000,4402,4402,0,100,0
G5500790091100,2020,1400000US55079091100,55079091100,Wisconsin,Milwaukee County,79,91100,4252,4252,0,100,0
G5500790091200,2020,1400000US55079091200,55079091200,Wisconsin,Milwaukee County,79,91200,5371,5371,0,100,0
G5500790091300,2020,1400000US55079091300,55079091300,Wisconsin,Milwaukee County,79,91300,3703,3703,0,100,0
G5500790091400,2020,1400000US55079091400,55079091400,Wisconsin,Milwaukee County,79,91400,2124,2124,0,100,0
G5500790100100,2020,1400000US55079100100,55079100100,Wisconsin,Milwaukee County,79,100100,3852,3852,0,100,0
G5500790100200,2020,1400000US55079100200,55079100200,Wisconsin,Milwaukee County,79,100200,3821,3821,0,100,0
G5500790100300,2020,1400000US55079100300,55079100300,Wisconsin,Milwaukee County,79,100300,2884,2884,0,100,0
G5500790100400,2020,1400000US55079100400,55079100400,Wisconsin,Milwaukee County,79,100400,2718,2718,0,100,0
G5500790100500,2020,1400000US55079100500,55079100500,Wisconsin,Milwaukee County,79,100500,3476,3476,0,100,0
G5500790100600,2020,1400000US55079100600,55079100600,Wisconsin,Milwaukee County,79,100600,2033,2033,0,100,0
G5500790100700,2020,1400000US55079100700,55079100700,Wisconsin,Milwaukee County,79,100700,2857,2857,0,100,0
G5500790100800,2020,1400000US55079100800,55079100800,Wisconsin,Milwaukee County,79,100800,2914,2914,0,100,0
G5500790100900,2020,1400000US55079100900,55079100900,Wisconsin,Milwaukee County,79,100900,3744,3744,0,100,0
G5500790101000,2020,1400000US55079101000,55079101000,Wisconsin,Milwaukee County,79,101000,5161,5161,0,100,0
G5500790101100,2020,1400000US55079101100,55079101100,Wisconsin,Milwaukee County,79,101100,1779,1779,0,100,0
G5500790101200,2020,1400000US55079101200,55079101200,Wisconsin,Milwaukee County,79,101200,3040,3040,0,100,0
G5500790101300,2020,1400000US55079101300,55079101300,Wisconsin,Milwaukee County,79,101300,3096,3096,0,100,0
G5500790101400,2020,1400000US55079101400,55079101400,Wisconsin,Milwaukee County,79,101400,3686,3686,0,100,0
G5500790101500,2020,1400000US55079101500,55079101500,Wisconsin,Milwaukee County,79,101500,4511,4511,0,100,0
G5500790101600,2020,1400000US55079101600,55079101600,Wisconsin,Milwaukee County,79,101600,4603,4603,0,100,0
G5500790101700,2020,1400000US55079101700,55079101700,Wisconsin,Milwaukee County,79,101700,3468,3468,0,100,0
G5500790101800,2020,1400000US55079101800,55079101800,Wisconsin,Milwaukee County,79,101800,2682,2682,0,100,0
G5500790110100,2020,1400000US55079110100,55079110100,Wisconsin,Milwaukee County,79,110100,4114,4114,0,100,0
G5500790120101,2020,1400000US55079120101,55079120101,Wisconsin,Milwaukee County,79,120101,4482,4482,0,100,0
G5500790120102,2020,1400000US55079120102,55079120102,Wisconsin,Milwaukee County,79,120102,3930,3930,0,100,0
G5500790120201,2020,1400000US55079120201,55079120201,Wisconsin,Milwaukee County,79,120201,3666,3666,0,100,0
G5500790120202,2020,1400000US55079120202,55079120202,Wisconsin,Milwaukee County,79,120202,3234,3234,0,100,0
G5500790120203,2020,1400000US55079120203,55079120203,Wisconsin,Milwaukee County,79,120203,3916,3916,0,100,0
G5500790120300,2020,1400000US55079120300,55079120300,Wisconsin,Milwaukee County,79,120300,2134,2134,0,100,0
G5500790120400,2020,1400000US55079120400,55079120400,Wisconsin,Milwaukee County,79,120400,6760,6760,0,100,0
G5500790120501,2020,1400000US55079120501,55079120501,Wisconsin,Milwaukee County,79,120501,4076,4076,0,100,0
G5500790120502,2020,1400000US55079120502,55079120502,Wisconsin,Milwaukee County,79,120502,5350,5350,0,100,0
G5500790130100,2020,1400000US55079130100,55079130100,Wisconsin,Milwaukee County,79,130100,4865,4865,0,100,0
G5500790130200,2020,1400000US55079130200,55079130200,Wisconsin,Milwaukee County,79,130200,2855,2855,0,100,0
G5500790140100,2020,1400000US55079140100,55079140100,Wisconsin,Milwaukee County,79,140100,3197,3197,0,100,0
G5500790140201,2020,1400000US55079140201,55079140201,Wisconsin,Milwaukee County,79,140201,5694,5694,0,100,0
G5500790140202,2020,1400000US55079140202,55079140202,Wisconsin,Milwaukee County,79,140202,5963,5963,0,100,0
G5500790150100,2020,1400000US55079150100,55079150100,Wisconsin,Milwaukee County,79,150100,9519,9519,0,100,0
G5500790150301,2020,1400000US55079150301,55079150301,Wisconsin,Milwaukee County,79,150301,6039,5179,860,85.75923166,14.24076834
G5500790150303,2020,1400000US55079150303,55079150303,Wisconsin,Milwaukee County,79,150303,5010,5010,0,100,0
G5500790150304,2020,1400000US55079150304,55079150304,Wisconsin,Milwaukee County,79,150304,3991,3991,0,100,0
G5500790160101,2020,1400000US55079160101,55079160101,Wisconsin,Milwaukee County,79,160101,4344,4344,0,100,0
G5500790160102,2020,1400000US55079160102,55079160102,Wisconsin,Milwaukee County,79,160102,2595,2595,0,100,0
G5500790160202,2020,1400000US55079160202,55079160202,Wisconsin,Milwaukee County,79,160202,7596,7596,0,100,0
G5500790160203,2020,1400000US55079160203,55079160203,Wisconsin,Milwaukee County,79,160203,6654,6654,0,100,0
G5500790160205,2020,1400000US55079160205,55079160205,Wisconsin,Milwaukee County,79,160205,3368,3368,0,100,0
G5500790160206,2020,1400000US55079160206,55079160206,Wisconsin,Milwaukee County,79,160206,1942,1942,0,100,0
G5500790160301,2020,1400000US55079160301,55079160301,Wisconsin,Milwaukee County,79,160301,5523,4907,616,88.84664132,11.15335868
G5500790160302,2020,1400000US55079160302,55079160302,Wisconsin,Milwaukee County,79,160302,4475,4316,159,96.44692737,3.553072626
G5500790170100,2020,1400000US55079170100,55079170100,Wisconsin,Milwaukee County,79,170100,2595,2550,45,98.26589595,1.734104046
G5500790170200,2020,1400000US55079170200,55079170200,Wisconsin,Milwaukee County,79,170200,3750,3750,0,100,0
G5500790170300,2020,1400000US55079170300,55079170300,Wisconsin,Milwaukee County,79,170300,2713,2713,0,100,0
G5500790170400,2020,1400000US55079170400,55079170400,Wisconsin,Milwaukee County,79,170400,3200,3200,0,100,0
G5500790170500,2020,1400000US55079170500,55079170500,Wisconsin,Milwaukee County,79,170500,2420,2420,0,100,0
G5500790170600,2020,1400000US55079170600,55079170600,Wisconsin,Milwaukee County,79,170600,3513,3513,0,100,0
G5500790170700,2020,1400000US55079170700,55079170700,Wisconsin,Milwaukee County,79,170700,2604,2604,0,100,0
G5500790180100,2020,1400000US55079180100,55079180100,Wisconsin,Milwaukee County,79,180100,2970,2970,0,100,0
G5500790180200,2020,1400000US55079180200,55079180200,Wisconsin,Milwaukee County,79,180200,4503,4503,0,100,0
G5500790180300,2020,1400000US55079180300,55079180300,Wisconsin,Milwaukee County,79,180300,3534,3534,0,100,0
G5500790180400,2020,1400000US55079180400,55079180400,Wisconsin,Milwaukee County,79,180400,2704,2704,0,100,0
G5500790180500,2020,1400000US55079180500,55079180500,Wisconsin,Milwaukee County,79,180500,4493,4493,0,100,0
G5500790185100,2020,1400000US55079185100,55079185100,Wisconsin,Milwaukee County,79,185100,4438,4438,0,100,0
G5500790185200,2020,1400000US55079185200,55079185200,Wisconsin,Milwaukee County,79,185200,4723,4723,0,100,0
G5500790185300,2020,1400000US55079185300,55079185300,Wisconsin,Milwaukee County,79,185300,4649,4649,0,100,0
G5500790185400,2020,1400000US55079185400,55079185400,Wisconsin,Milwaukee County,79,185400,1271,1271,0,100,0
G5500790185500,2020,1400000US55079185500,55079185500,Wisconsin,Milwaukee County,79,185500,1420,1420,0,100,0
G5500790185600,2020,1400000US55079185600,55079185600,Wisconsin,Milwaukee County,79,185600,1636,1636,0,100,0
G5500790185700,2020,1400000US55079185700,55079185700,Wisconsin,Milwaukee County,79,185700,2158,2158,0,100,0
G5500790185800,2020,1400000US55079185800,55079185800,Wisconsin,Milwaukee County,79,185800,1410,1410,0,100,0
G5500790185900,2020,1400000US55079185900,55079185900,Wisconsin,Milwaukee County,79,185900,1031,1031,0,100,0
G5500790186000,2020,1400000US55079186000,55079186000,Wisconsin,Milwaukee County,79,186000,1711,1711,0,100,0
G5500790186100,2020,1400000US55079186100,55079186100,Wisconsin,Milwaukee County,79,186100,2021,2021,0,100,0
G5500790186200,2020,1400000US55079186200,55079186200,Wisconsin,Milwaukee County,79,186200,1382,1382,0,100,0
G5500790186300,2020,1400000US55079186300,55079186300,Wisconsin,Milwaukee County,79,186300,3749,3749,0,100,0
G5500790186400,2020,1400000US55079186400,55079186400,Wisconsin,Milwaukee County,79,186400,1423,1423,0,100,0
G5500790186500,2020,1400000US55079186500,55079186500,Wisconsin,Milwaukee County,79,186500,2217,2217,0,100,0
G5500790186600,2020,1400000US55079186600,55079186600,Wisconsin,Milwaukee County,79,186600,2310,2310,0,100,0
G5500790186800,2020,1400000US55079186800,55079186800,Wisconsin,Milwaukee County,79,186800,1736,1736,0,100,0
G5500790186900,2020,1400000US55079186900,55079186900,Wisconsin,Milwaukee County,79,186900,2502,2502,0,100,0
G5500790187000,2020,1400000US55079187000,55079187000,Wisconsin,Milwaukee County,79,187000,3895,3895,0,100,0
G5500790187200,2020,1400000US55079187200,55079187200,Wisconsin,Milwaukee County,79,187200,5724,5036,688,87.98043326,12.01956674
G5500790187300,2020,1400000US55079187300,55079187300,Wisconsin,Milwaukee County,79,187300,6533,6533,0,100,0
G5500790187400,2020,1400000US55079187400,55079187400,Wisconsin,Milwaukee County,79,187400,3976,3976,0,100,0
G5500790980000,2020,1400000US55079980000,55079980000,Wisconsin,Milwaukee County,79,980000,3,3,0,100,0
G5500790990000,2020,1400000US55079990000,55079990000,Wisconsin,Milwaukee County,79,990000,0,0,0,,
G5500810950100,2020,1400000US55081950100,55081950100,Wisconsin,Monroe County,81,950100,4533,86,4447,1.897198323,98.10280168
G5500810950200,2020,1400000US55081950200,55081950200,Wisconsin,Monroe County,81,950200,5237,82,5155,1.565781936,98.43421806
G5500810950300,2020,1400000US55081950300,55081950300,Wisconsin,Monroe County,81,950300,6693,5910,783,88.30121022,11.69878978
G5500810950400,2020,1400000US55081950400,55081950400,Wisconsin,Monroe County,81,950400,4506,4161,345,92.34354194,7.656458056
G5500810950500,2020,1400000US55081950500,55081950500,Wisconsin,Monroe County,81,950500,6309,5575,734,88.3658266,11.6341734
G5500810950600,2020,1400000US55081950600,55081950600,Wisconsin,Monroe County,81,950600,4227,4130,97,97.70522829,2.294771706
G5500810950700,2020,1400000US55081950700,55081950700,Wisconsin,Monroe County,81,950700,4608,27,4581,0.5859375,99.4140625
G5500810950800,2020,1400000US55081950800,55081950800,Wisconsin,Monroe County,81,950800,4385,0,4385,0,100
G5500810950900,2020,1400000US55081950900,55081950900,Wisconsin,Monroe County,81,950900,5776,32,5744,0.55401662,99.44598338
G5500830100300,2020,1400000US55083100300,55083100300,Wisconsin,Oconto County,83,100300,2938,0,2938,0,100
G5500830100500,2020,1400000US55083100500,55083100500,Wisconsin,Oconto County,83,100500,2301,0,2301,0,100
G5500830100600,2020,1400000US55083100600,55083100600,Wisconsin,Oconto County,83,100600,2770,0,2770,0,100
G5500830100700,2020,1400000US55083100700,55083100700,Wisconsin,Oconto County,83,100700,2803,0,2803,0,100
G5500830100800,2020,1400000US55083100800,55083100800,Wisconsin,Oconto County,83,100800,2559,0,2559,0,100
G5500830100900,2020,1400000US55083100900,55083100900,Wisconsin,Oconto County,83,100900,2887,0,2887,0,100
G5500830101000,2020,1400000US55083101000,55083101000,Wisconsin,Oconto County,83,101000,4113,0,4113,0,100
G5500830101100,2020,1400000US55083101100,55083101100,Wisconsin,Oconto County,83,101100,4691,0,4691,0,100
G5500830101200,2020,1400000US55083101200,55083101200,Wisconsin,Oconto County,83,101200,4204,0,4204,0,100
G5500830101301,2020,1400000US55083101301,55083101301,Wisconsin,Oconto County,83,101301,5329,0,5329,0,100
G5500830101302,2020,1400000US55083101302,55083101302,Wisconsin,Oconto County,83,101302,4370,0,4370,0,100
G5500830990000,2020,1400000US55083990000,55083990000,Wisconsin,Oconto County,83,990000,0,0,0,,
G5500850970101,2020,1400000US55085970101,55085970101,Wisconsin,Oneida County,85,970101,1804,0,1804,0,100
G5500850970103,2020,1400000US55085970103,55085970103,Wisconsin,Oneida County,85,970103,1065,0,1065,0,100
G5500850970104,2020,1400000US55085970104,55085970104,Wisconsin,Oneida County,85,970104,2540,0,2540,0,100
G5500850970400,2020,1400000US55085970400,55085970400,Wisconsin,Oneida County,85,970400,2944,327,2617,11.10733696,88.89266304
G5500850970500,2020,1400000US55085970500,55085970500,Wisconsin,Oneida County,85,970500,1788,21,1767,1.174496644,98.82550336
G5500850970601,2020,1400000US55085970601,55085970601,Wisconsin,Oneida County,85,970601,1983,134,1849,6.757438225,93.24256178
G5500850970603,2020,1400000US55085970603,55085970603,Wisconsin,Oneida County,85,970603,1985,803,1182,40.4534005,59.5465995
G5500850970604,2020,1400000US55085970604,55085970604,Wisconsin,Oneida County,85,970604,1842,0,1842,0,100
G5500850970800,2020,1400000US55085970800,55085970800,Wisconsin,Oneida County,85,970800,2389,0,2389,0,100
G5500850970900,2020,1400000US55085970900,55085970900,Wisconsin,Oneida County,85,970900,2582,0,2582,0,100
G5500850971001,2020,1400000US55085971001,55085971001,Wisconsin,Oneida County,85,971001,1320,0,1320,0,100
G5500850971002,2020,1400000US55085971002,55085971002,Wisconsin,Oneida County,85,971002,2693,0,2693,0,100
G5500850971100,2020,1400000US55085971100,55085971100,Wisconsin,Oneida County,85,971100,2013,0,2013,0,100
G5500850971300,2020,1400000US55085971300,55085971300,Wisconsin,Oneida County,85,971300,2077,0,2077,0,100
G5500850971400,2020,1400000US55085971400,55085971400,Wisconsin,Oneida County,85,971400,3980,3926,54,98.64321608,1.35678392
G5500850971500,2020,1400000US55085971500,55085971500,Wisconsin,Oneida County,85,971500,4840,4527,313,93.53305785,6.466942149
G5500870010100,2020,1400000US55087010100,55087010100,Wisconsin,Outagamie County,87,10100,2814,2814,0,100,0
G5500870010200,2020,1400000US55087010200,55087010200,Wisconsin,Outagamie County,87,10200,4175,4175,0,100,0
G5500870010300,2020,1400000US55087010300,55087010300,Wisconsin,Outagamie County,87,10300,2467,2467,0,100,0
G5500870010501,2020,1400000US55087010501,55087010501,Wisconsin,Outagamie County,87,10501,2505,2505,0,100,0
G5500870010502,2020,1400000US55087010502,55087010502,Wisconsin,Outagamie County,87,10502,1943,1943,0,100,0
G5500870010601,2020,1400000US55087010601,55087010601,Wisconsin,Outagamie County,87,10601,3623,3623,0,100,0
G5500870010602,2020,1400000US55087010602,55087010602,Wisconsin,Outagamie County,87,10602,4081,4081,0,100,0
G5500870010700,2020,1400000US55087010700,55087010700,Wisconsin,Outagamie County,87,10700,4713,4713,0,100,0
G5500870010800,2020,1400000US55087010800,55087010800,Wisconsin,Outagamie County,87,10800,1446,1446,0,100,0
G5500870010900,2020,1400000US55087010900,55087010900,Wisconsin,Outagamie County,87,10900,2240,2240,0,100,0
G5500870011001,2020,1400000US55087011001,55087011001,Wisconsin,Outagamie County,87,11001,2744,2744,0,100,0
G5500870011002,2020,1400000US55087011002,55087011002,Wisconsin,Outagamie County,87,11002,2763,2763,0,100,0
G5500870011101,2020,1400000US55087011101,55087011101,Wisconsin,Outagamie County,87,11101,4921,4921,0,100,0
G5500870011103,2020,1400000US55087011103,55087011103,Wisconsin,Outagamie County,87,11103,3524,3524,0,100,0
G5500870011104,2020,1400000US55087011104,55087011104,Wisconsin,Outagamie County,87,11104,3859,3859,0,100,0
